Counter,Type.1,Type.2,User,ignoreAnalysis,Sample_Name,Sample,Date,DateTime,IPLnum,NumBlocks,NumCycles,IntTime,sam44current,ref44current,d13C.PDB,d13C.err,d18O.rawPDB,d18O.err,d18O.rawSMOW,d45,d45.err,d46,d46.err,d47,d47.err,d48,d48.err,d49,d49.err,D472,D47.err3,D484,D48.err5,D496,D49.err7,Comments,included,D47_raw,sample_upper,type2_upper,standard_key,ben_reference_class,D47_d47_0,D47_transferred,D47_accepted,standard_residual,standard_extreme_outlier,standard_outlier_score,correction_qc_include,D47_corrected,T47_C,correction_method,linearity_slope,transfer_slope,transfer_intercept,carbonate_offset,temperature_A,temperature_B,acid_fractionation
4185,EquilibratedGas,Enriched,bhp,include,Enriched Eq Gas,IPL-CI-4815 Enriched Equilibrated Gas,20260401.16,4/1/26 16:11,4815,90,calcite,50,5.76e-8,5.74e-8,-10.62896122,5.23e-4,19.17895948,0.003573347,50.68178112,0.601776766,4.89e-4,18.00052793,0.003565485,18.33511387,0.007960869,36.31009823,0.019361116,39.34128603,1.737988903,0.011305715,0.006286709,-0.020022688,0.017125632,2.899244868,1.677120804,,TRUE,0.011305715,ENRICHED EQ GAS,ENRICHED,ENRICHED,equilibrated gas,-0.009913469554053976,0.9331650967332369,,,FALSE,,TRUE,0.9405339870074315,-50.20204802167328,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4186,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4833 EQG-ENRICHED,20260409.09,4/9/26 9:10,4833,90,calcite,50,5.76e-8,5.74e-8,-10.62781265,4.5e-4,19.19794672,0.003433422,50.70135525,0.603513655,4.2e-4,18.01947736,0.00342591,18.3435079,0.006609267,36.36280641,0.026438666,32.06013977,1.779335988,-3.64e-4,0.005684494,-0.006043,0.021463818,-4.164593421,1.715807524,,TRUE,-3.64e-4,ENRICHED EQ GAS,ENRICHED,ENRICHED,equilibrated gas,-0.02159289894541173,0.9203435944936996,,,FALSE,,TRUE,0.9277124847678943,-48.323673016345396,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4187,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4864 EQG-ENRICHED,20260420.14,4/20/26 14:49,4864,90,calcite,50,5.76e-8,5.74e-8,-10.63091404,5.3e-4,19.09438235,0.003781564,50.5945897,0.596994092,5.23e-4,17.91612625,0.003773659,18.23848134,0.008338991,36.14127733,0.02338866,31.99892656,1.754803427,0.002911669,0.007106388,-0.014371767,0.020829909,-4.018226443,1.69371082,,TRUE,0.002911669,ENRICHED EQ GAS,ENRICHED,ENRICHED,equilibrated gas,-0.018195682952275038,0.9240730072076824,,,FALSE,,TRUE,0.931441897481877,-48.8749293617268,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4188,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4902 EQG-ENRICHED,20260507.11,5/7/26 11:14,4902,90,calcite,50,5.76e-8,5.74e-8,-10.63218354,5.07e-4,18.72789962,0.003779105,50.216779,0.583081359,4.89e-4,17.55024389,0.003771093,17.8799509,0.008122595,35.3521927,0.025690893,28.63857945,1.802042456,0.018060499,0.007094149,-0.061305961,0.023799848,-6.545919307,1.74133693,,TRUE,0.018060499,ENRICHED EQ GAS,ENRICHED,ENRICHED,equilibrated gas,-0.002631926509573529,0.9411586653677778,,,FALSE,,TRUE,0.9485275556419724,-51.349565509375964,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4189,EquilibratedGas,Enriched,euf,include,Enriched Eq Gas,IPL-CI-4933 EQG-ENRICHED,20260517.14,5/17/26 14:19,4933,90,calcite,50,5.76e-8,5.74e-8,-10.63008035,5.47e-4,18.63934966,0.003549579,50.12549196,0.581978235,4.86e-4,17.46188627,0.003541723,17.77515152,0.007207607,35.21065335,0.026041396,31.27574728,1.837035922,0.001913499,0.006869781,-0.022794317,0.021611962,-3.827117907,1.776765152,,TRUE,0.001913499,ENRICHED EQ GAS,ENRICHED,ENRICHED,equilibrated gas,-0.01865764243132142,0.9235658750271024,,,FALSE,,TRUE,0.930934765301297,-48.80020668717739,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4190,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4943 EQG-ENRICHED,20260528.08,5/28/26 7:55,4941,90,calcite,50,5.75e-8,5.74e-8,-10.50062325,6.98e-4,18.54146768,0.003652307,50.02458444,0.700737629,6.64e-4,17.36448621,0.00364466,17.78966158,0.009567261,34.9773924,0.025099118,24.03626342,1.456605744,-0.012359383,0.00778381,-0.056851621,0.022403303,-10.759668,1.40935723,the 2 runs before this were aborted/bad,TRUE,-0.012359383,ENRICHED EQ GAS,ENRICHED,ENRICHED,equilibrated gas,-0.03294731688994553,0.9078788849410048,,,FALSE,,TRUE,0.9152477752151994,-46.45129310935141,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4191,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4947 EQG-ENRICHED,20260529.08,5/29/26 8:22,4947,90,calcite,50,5.76e-8,5.74e-8,-10.60718772,5.14e-4,19.04757944,0.003788823,50.546340120000004,0.617749517,4.79e-4,17.8694731,0.003780791,18.21764487,0.007771836,36.02413136,0.02484994,26.02496464,1.364422392,0.006285271,0.006075998,-0.037907943,0.022505295,-9.716233576,1.313645438,,TRUE,0.006285271,ENRICHED EQ GAS,ENRICHED,ENRICHED,equilibrated gas,-0.014797966954100834,0.9278029688196886,,,FALSE,,TRUE,0.9351718590938832,-49.42223082591815,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4193,EquilibratedGas,Enriched,euf,include,Enriched Eq Gas,IPL-CI-4959 EQG-ENRICHED,20260531.16,5/31/26 16:43,4959,90,calcite,50,5.75e-8,5.74e-8,-10.6165318,5.66e-4,18.56791243,0.003646919,50.0518466,0.592280324,5.64e-4,17.39062918,0.003639359,17.70868863,0.009145405,35.02191788,0.026317471,30.87917564,1.712670863,-0.005160772,0.007302755,-0.074546219,0.026877161,-4.084456911,1.651097898,,TRUE,-0.005160772,ENRICHED EQ GAS,ENRICHED,ENRICHED,equilibrated gas,-0.0256549960836079,0.9158842852407032,,,FALSE,,TRUE,0.9232531755148978,-47.65916159562738,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4194,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4985 EQG-ENRICHED,20260612.11,6/12/26 11:32,4985,90,calcite,50,5.75e-8,5.74e-8,-10.62234511,4.9e-4,19.10795044,0.003550389,50.60857719,0.605550683,4.39e-4,17.92968372,0.003542572,18.23494963,0.008239674,36.17194767,0.030236746,26.17652708,1.85481009,-0.022467794,0.00676469,-0.003551218,0.024811694,-9.672235085,1.791842286,,TRUE,-0.022467794,ENRICHED EQ GAS,ENRICHED,ENRICHED,equilibrated gas,-0.043571058712522245,0.8962163006651647,,,FALSE,,TRUE,0.9035851909393593,-44.65636368473611,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4195,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4989 EQG-ENRICHED,20260622.08,6/22/26 8:36,4989,90,calcite,50,5.75e-8,5.74e-8,-10.49662908,0.001025785,18.41157041,0.003923297,49.89067205,0.699896398,9.86e-4,17.23487261,0.003915106,17.65553373,0.007976037,34.76069284,0.025564766,19.28117556,1.830922688,-0.015347144,0.006202683,-0.005885121,0.02349438,-15.1004963,1.770820683,,TRUE,-0.015347144,ENRICHED EQ GAS,ENRICHED,ENRICHED,equilibrated gas,-0.03577985204170876,0.9047693703769821,,,FALSE,,TRUE,0.9121382606511768,-45.976862592294935,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4196,EquilibratedGas,Enriched,wmn,exclude,Enriched Eq Gas,IPL-CI-5019 EQG-ENRICHED,20260701.12,7/1/26 12:39,5019,90,calcite,50,5.79e-8,5.78e-8,-10.63524993,0.001378491,19.03994951,0.005910297,50.53847435,0.590813144,0.001385827,17.86180012,0.005898471,18.13689893,0.01583191,36.07171426,0.040280638,41.07612782,5.278766469,-0.016691,0.014010813,0.008843469,0.041622018,4.865410973,5.096078105,cycles were too fast for some reason; high st dev to,FALSE,-0.016691,ENRICHED EQ GAS,ENRICHED,ENRICHED,equilibrated gas,-0.037680790865907185,0.9026825482750636,,,FALSE,,FALSE,0.9100514385492582,-45.65679281728541,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4197,EquilibratedGas,Enriched,mla,include,Enriched Eq Gas,IPL-CI-5023 EQG-ENRICHED,20260713.18,7/13/26 18:28,5023,90,calcite,50,5.75e-8,5.74e-8,-10.63444702,4.64e-4,19.78985899,0.002952181,51.31156353,0.617711092,4.58e-4,18.6101199,0.002945997,18.93276824,0.007706244,37.65324354,0.024992284,43.28225581,2.242350103,-0.003972275,0.007162207,0.073532383,0.025422079,5.507561288,2.162445243,,TRUE,-0.003972275,ENRICHED EQ GAS,ENRICHED,ENRICHED,equilibrated gas,-0.025883123563695976,0.9156338503179994,,,FALSE,,TRUE,0.923002740592194,-47.62166765096026,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4198,EquilibratedGas,Enriched,mla,include,Enriched Eq Gas,IPL-CI-5024 EQG-ENRICHED,20260714.13,7/14/26 13:00,5024,90,calcite,50,3.16e-8,4.2e-8,-10.56599263,0.005359449,19.45731763,0.00684523,50.96874332,0.670760487,0.004867855,18.27842902,0.006821567,18.70691965,0.008377824,36.92434307,0.029491812,34.17885491,2.645069386,0.039675525,0.010126922,0.041556904,0.022736468,-2.685545289,2.552524577,,TRUE,0.039675525,ENRICHED EQ GAS,ENRICHED,ENRICHED,equilibrated gas,0.01802605048319905,0.9638366823668901,,,FALSE,,TRUE,0.9712055726410848,-54.51111377386863,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4199,EquilibratedGas,Depleted,wmn,include,Depleted Eq Gas,IPL-CI-4853 EQG-DEPLETED,20260416.11,4/16/26 11:43,4853,90,calcite,50,5.76e-8,5.74e-8,-10.61442934,4.97e-4,-14.14008859,0.00321974,16.33284127,-0.55063101,4.99e-4,-15.24795778,0.003213055,-15.59294791,0.005744352,-30.23911164,0.023469143,-59.70894569,1.669079128,-0.043450317,0.004845554,0.025057778,0.020857635,-30.32114273,1.720657015,,TRUE,-0.043450317,DEPLETED EQ GAS,DEPLETED,DEPLETED,equilibrated gas,-0.025404634721178126,0.9161591281856386,,,FALSE,,TRUE,0.9235280184598332,-47.70028828021617,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4201,EquilibratedGas,Enriched,euf,include,Enriched Eq Gas,IPL-CI-4882 EQG-ENRICHED,20260426.12,4/26/26 12:36,4882,90,calcite,50,5.76e-8,5.74e-8,-10.6289949,4.64e-4,19.18065565,0.003358808,50.68352972,0.600953141,7.38e-4,18.00222066,0.003351563,18.31944161,0.008500512,36.3250973,0.019959533,33.50732884,1.609058475,-0.003978748,0.006312356,7.08e-4,0.018959279,-2.685322202,1.555204328,,TRUE,-0.003978748,ENRICHED EQ GAS,ENRICHED,ENRICHED,equilibrated gas,-0.025179795084078218,0.9164059537636713,,,FALSE,,TRUE,0.9237748440378659,-47.73720335639459,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4221,Standard,ETH-1,wmn,include,ETH-1,IPL-CI-4803 ETH-1,20260330.13,3/30/26 13:07,4803,90,calcite,50,5.76e-8,5.75e-8,2.254136081,5.76e-4,5.778797362,0.003642306,36.86741999,12.29158739,5.65e-4,4.655900728,0.003634737,16.63965779,0.007428484,9.13299254,0.022726301,17.26107593,1.943689195,-0.675894501,0.006777095,-0.192028849,0.022274189,-4.987790031,1.899159506,,TRUE,-0.675894501,ETH-1,ETH-1,ETH-1,carbonate standard,-0.695151538183719,0.1809210326480073,0.2052,-0.024278967351992697,FALSE,0.4443696270361486,TRUE,0.18828992292220187,1173.9330259591284,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4222,Standard,ETH-1,wmn,include,ETH-1,IPL-CI-4817 ETH-1,20260402.16,4/2/26 16:48,4817,90,calcite,50,5.77e-8,5.75e-8,2.131124816,3.9e-4,5.642976336,0.003530229,36.72740073,12.17087119,3.38e-4,4.520107483,0.00352261,16.38043689,0.006586143,8.843038794,0.022694756,16.55018763,1.815367065,-0.674975701,0.005189841,-0.226726011,0.021754571,-5.342709931,1.778586392,,TRUE,-0.674975701,ETH-1,ETH-1,ETH-1,carbonate standard,-0.6939327424402311,0.1822590083171125,0.2052,-0.02294099168288749,FALSE,0.35696534992427276,TRUE,0.18962789859130708,1123.7408873537593,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4223,Standard,ETH-1,eyl,include,ETH-1,IPL-CI-4830 ETH-1,20260408.12,4/8/26 12:17,4830,90,calcite,50,5.77e-8,5.75e-8,2.266543998,5.26e-4,5.7567518,0.003651159,36.844693,12.30253845,5.25e-4,4.633927619,0.003643514,16.61426853,0.00783149,9.079808718,0.024670337,14.41442144,2.010139488,-0.687993767,0.005680108,-0.203466519,0.02393087,-7.786104868,1.966752139,,TRUE,-0.687993767,ETH-1,ETH-1,ETH-1,carbonate standard,-0.7072214212522875,0.1676708962236101,0.2052,-0.037529103776389905,FALSE,1.3099448557566253,TRUE,0.17503978649780466,2483.5741931282,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4224,Standard,ETH-1,mla,include,ETH-1,IPL-CI-4848 ETH-1,20260412.18,4/12/26 18:29,4848,90,calcite,50,5.77e-8,5.76e-8,2.262610176,6.76e-4,5.741222513,0.003836564,36.8286837,12.29837416,6.84e-4,4.618422504,0.003828471,16.63101976,0.007364867,9.056020115,0.024090283,13.55740809,1.666666244,-0.654645243,0.00631731,-0.211354207,0.020799812,-8.595065713,1.629156132,,TRUE,-0.654645243,ETH-1,ETH-1,ETH-1,carbonate standard,-0.6738922834117299,0.2042591233660046,0.2052,-9.408766339953911e-4,FALSE,1.0802088802412784,TRUE,0.21162801364019918,686.0441974713666,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4225,Standard,ETH-1,alw,include,ETH-1,IPL-CI-4874 ETH-1,20260424.15,4/24/26 15:08,4874,90,calcite,50,5.77e-8,5.75e-8,2.215788091,6.07e-4,5.741820537,0.003845092,36.82930021,12.25411011,5.36e-4,4.618921072,0.003836447,16.57852995,0.008812093,9.072645118,0.017909794,6.385492948,1.700176304,-0.658757281,0.007625246,-0.17890906,0.017994634,-15.55967071,1.661339159,,TRUE,-0.658757281,ETH-1,ETH-1,ETH-1,carbonate standard,-0.6779435750769378,0.1998116761990293,0.2052,-0.005388323800970707,FALSE,0.7896760151087575,TRUE,0.20718056647322386,741.7923765615006,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4226,Standard,ETH-1,eyl,include,ETH-1,IPL-CI-4909 ETH-1,20260510.16,5/10/26 16:24,4909,90,calcite,50,5.76e-8,5.74e-8,2.271013628,5.31e-4,5.870824449,0.003401376,36.96229163,12.31072867,4.92e-4,4.747769215,0.003393913,16.76548379,0.006961284,9.299139428,0.025473932,9.052721293,1.769863542,-0.65865733,0.00602887,-0.220985659,0.025293647,-13.25788861,1.732643964,,TRUE,-0.65865733,ETH-1,ETH-1,ETH-1,carbonate standard,-0.6780599853202972,0.19968388278156646,0.2052,-0.005516117218433536,FALSE,0.7813278130218954,TRUE,0.20705277305576103,743.541116286062,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4227,Standard,ETH-1,wmn,include,ETH-1,IPL-CI-4935 ETH-1,20260518.08,5/18/26 8:42,4935,90,calcite,50,5.76e-8,5.75e-8,2.250429915,5.89e-4,5.768661155,0.003431336,36.85697047,12.28773282,5.91e-4,4.645778199,0.00342449,16.62884885,0.006364804,9.111760762,0.027041836,11.47073137,1.360508383,-0.669710565,0.006883149,-0.204508341,0.023380794,-10.67196381,1.331748584,,TRUE,-0.669710565,ETH-1,ETH-1,ETH-1,carbonate standard,-0.6889550930226459,0.18772339711699892,0.2052,-0.01747660288300107,FALSE,0,TRUE,0.1950922873911935,962.3116257347816,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4228,Standard,ETH-1,euf,include,ETH-1,IPL-CI-4956 ETH-1,20260531.08,5/31/26 8:47,4956,90,calcite,50,5.78e-8,5.76e-8,3.039291407,7.76e-4,5.418171087,0.004070554,36.49564675,13.02033411,5.77e-4,4.2976879630000004,0.004061835,17.06773092,0.008808634,8.419913984,0.02421124,6.907551963,1.561183089,-0.651424532,0.007413258,-0.197336534,0.026371727,-15.24991313,1.53202724,,TRUE,-0.651424532,ETH-1,ETH-1,ETH-1,carbonate standard,-0.6711769772194969,0.20723994573824356,0.2052,0.002039945738243565,FALSE,1.274933366388841,TRUE,0.21460883601243813,653.4428429282415,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4229,Standard,ETH-1,mla,include,ETH-1,IPL-CI-4980 ETH-1,20260609.14,6/9/26 14:48,4980,90,calcite,50,5.76e-8,5.75e-8,2.65697763,3.89e-4,5.733272121,0.003211109,36.82048756,12.67012317,3.6e-4,4.611319014,0.003204253,16.98658359,0.008772874,9.064860543,0.027584869,10.69792439,1.583166951,-0.674012994,0.007970093,-0.182726975,0.025282795,-11.75955615,1.547690133,,TRUE,-0.674012994,ETH-1,ETH-1,ETH-1,carbonate standard,-0.6936715276035917,0.18254576604308914,0.2052,-0.022654233956910852,FALSE,0.33823268361054576,TRUE,0.18991465631728371,1113.6472732242019,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4230,Standard,ETH-1,wmn,include,ETH-1,IPL-CI-5005 ETH-1,20260626.08,6/26/26 8:20,5005,90,calcite,50,5.77e-8,5.76e-8,3.346916503,6.75e-4,5.649035806,0.003603982,36.7336475,13.31831136,6.39e-4,4.528711879,0.003596404,17.57869731,0.008313487,8.857832122,0.01950968,7.881248017,1.284643291,-0.674136697,0.007291793,-0.229187018,0.018593012,-15.032042240000001,1.253908736,,TRUE,-0.674136697,ETH-1,ETH-1,ETH-1,carbonate standard,-0.6944804824319004,0.18165770757762,0.2052,-0.023542292422379985,FALSE,0.39624577757011004,TRUE,0.18902659785181458,1145.642282583332,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4231,Standard,ETH-1,wmn,include,ETH-1,IPL-CI-5015 ETH-1,20260629.13,6/29/26 13:11,5015,90,calcite,50,5.78e-8,5.76e-8,2.448241421,0.0019418,5.610183698,0.003858239,36.69359448,12.46961622,0.001442719,4.488059144,0.003848979,16.68070453,0.009372334,8.821470544,0.03015368,10.38999931,1.645369373,-0.660245218,0.006977369,-0.210910895,0.025553138,-11.65570098,1.608976175,,TRUE,-0.660245218,ETH-1,ETH-1,ETH-1,carbonate standard,-0.6795497584802667,0.1980484321729019,0.2052,-0.007151567827098082,FALSE,0.6744907594765952,TRUE,0.20541732244709648,766.7498708965237,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4248,Standard,ETH-1 HEATED,wmn,include,ETH-1 HEATED,IPL-CI-4845 ETH-1 HEATED,20260413.16,4/13/26 16:32,4845,90,calcite,50,5.77e-8,5.76e-8,2.38640405,6.3e-4,5.401290148,0.003951521,36.47824403,12.40333004,5.4e-4,4.279468238,0.003943061,16.25701928,0.007841068,8.309479335,0.02664958,10.85559608,1.649450509,-0.798322086,0.008045063,-0.299237629,0.024159621,-10.69259076,1.612360802,,TRUE,-0.798322086,ETH-1 HEATED,ETH-1 HEATED,ETH-1,heated carbonate,-0.8171362965277873,0.04700799632662733,0.2052,,FALSE,,TRUE,0.05437688660082191,,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4249,Standard,ETH-1 HEATED,wmn,include,ETH-1 HEATED,IPL-CI-4924 ETH-1 HEATED,20260514.16,5/14/26 16:02,4924,90,calcite,50,5.76e-8,5.75e-8,2.334574875,5.9e-4,5.008356912,0.003493134,36.07316522,12.34057207,5.8e-4,3.887252943,0.003485562,15.75650027,0.006786625,7.479761988,0.021118222,10.66026182,1.576815733,-0.839628633,0.007320608,-0.303161598,0.019514334,-10.05222149,1.54396048,,TRUE,-0.839628633,ETH-1 HEATED,ETH-1 HEATED,ETH-1,heated carbonate,-0.8578635940439115,0.0022981805628811136,0.2052,,FALSE,,TRUE,0.009667070837075692,,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4267,Standard,ETH-2,eyl,include,ETH-2,IPL-CI-4813 ETH-2,20260401.19,4/1/26 19:00,4813,90,calcite,50,5.78e-8,5.76e-8,-9.692307729,0.001479589,-10.51235863,0.003870619,20.07270437,0.447745591,0.001123509,-11.62600229,0.003862169,-11.63918906,0.007357815,-23.29597388,0.023634194,-49.89451467,1.794691275,-0.678019068,0.006838986,-0.189139092,0.021370999,-28.29951182,1.836313528,,TRUE,-0.678019068,ETH-2,ETH-2,ETH-2,carbonate standard,-0.6645490616245411,0.2145159719717744,0.2085,0.00601597197177442,FALSE,0.6744907594765952,TRUE,0.22188486224596898,586.0198987025525,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4268,Standard,ETH-2,wmn,include,ETH-2,IPL-CI-4922 ETH-2,20260514.11,5/14/26 11:04,4922,90,calcite,50,5.77e-8,5.75e-8,-9.905136492,6.4e-4,-10.75700475,0.003008881,19.82049623,0.237979187,5.49e-4,-11.87057588,0.003001772,-12.10036512,0.00701325,-23.79267902,0.023229951,-52.79933037,1.434432545,-0.683615341,0.007742339,-0.212499195,0.025153702,-30.56478341,1.468151356,,TRUE,-0.683615341,ETH-2,ETH-2,ETH-2,carbonate standard,-0.6696116166450163,0.208958375075745,0.2085,4.5837507574500447e-4,FALSE,0,TRUE,0.21632726534993957,636.0952783683687,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4269,Standard,ETH-2,wmn,include,ETH-2,IPL-CI-4928 ETH-2,20260515.16,5/15/26 16:04,4928,90,calcite,50,5.76e-8,5.75e-8,-9.936802519,6.17e-4,-10.81717811,0.003354794,19.75846292,0.205895702,5.61e-4,-11.93068779,0.003347319,-12.19113539,0.00675621,-23.91541299,0.02059193,-51.87558337,1.240685805,-0.680227971,0.005975932,-0.201875211,0.020171781,-29.46557678,1.269749052,,TRUE,-0.680227971,ETH-2,ETH-2,ETH-2,carbonate standard,-0.6661191984230741,0.21279229936721478,0.2085,0.004292299367214786,FALSE,0.4652994010732824,TRUE,0.22016118964140935,600.6569066031291,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4270,Standard,ETH-2,euf,include,ETH-2,IPL-CI-4929 ETH-2,20260516.11,5/16/26 11:48,4929,90,calcite,50,5.76e-8,5.74e-8,-9.897175084,4.18e-4,-10.46106255,0.003246663,20.12558601,0.255912312,3.93e-4,-11.57524495,0.003239772,-11.7878908,0.007241806,-23.18836169,0.023956259,-52.81901226,1.634327793,-0.679623353,0.006601991,-0.201101039,0.025619858,-31.17254681,1.670309648,,TRUE,-0.679623353,ETH-2,ETH-2,ETH-2,carbonate standard,-0.6659812544473699,0.2129437321927543,0.2085,0.004443732192754318,FALSE,0.483677855541763,TRUE,0.22031262246694888,599.340907156098,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4271,Standard,ETH-2,wmn,include,ETH-2,IPL-CI-4944 ETH-2,20260528.1,5/28/26 10:30,4944,90,calcite,50,5.75e-8,5.74e-8,-9.4251019,3.48e-4,-10.73634155,0.003210056,19.84179814,0.691586208,3.14e-4,-11.84895551,0.003203035,-11.64111495,0.007659678,-23.71054147,0.026211067,-59.09013139,1.936735748,-0.705828891,0.006715005,-0.156712324,0.025565432,-37.5055368,1.980494549,,TRUE,-0.705828891,ETH-2,ETH-2,ETH-2,carbonate standard,-0.692356655796532,0.18398921257236867,0.2085,-0.024510787427631325,FALSE,3.0303510124005375,TRUE,0.19135810284656324,1065.9655410454866,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4272,Standard,ETH-2,wmn,include,ETH-2,IPL-CI-4969 ETH-2,20260605.08,6/5/26 8:43,4969,90,calcite,50,5.77e-8,5.75e-8,-9.724842574,7.88e-4,-10.83929311,0.003220441,19.73566434,0.405207962,7.2e-4,-11.95231358,0.003213235,-12.03091467,0.005775522,-23.92538239,0.026268256,-61.40706162,1.486503041,-0.704497328,0.006012095,-0.17242807,0.026904287,-39.38972589,1.520588761,,TRUE,-0.704497328,ETH-2,ETH-2,ETH-2,carbonate standard,-0.6905739784889557,0.18594620895683034,0.2085,-0.022553791043169652,FALSE,2.7928426068176226,TRUE,0.1933150992310249,1008.5333805126405,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
