Counter,Type.1,Type.2,User,ignoreAnalysis,Sample_Name,Sample,Date,DateTime,IPLnum,NumBlocks,NumCycles,IntTime,sam44current,ref44current,d13C.PDB,d13C.err,d18O.rawPDB,d18O.err,d18O.rawSMOW,d45,d45.err,d46,d46.err,d47,d47.err,d48,d48.err,d49,d49.err,D472,D47.err3,D484,D48.err5,D496,D49.err7,Comments
4142,EquilibratedGas,Depleted,wmn,include,Depleted Eq Gas,IPL-CI-4987 EQG-DEPLETED,20260618.1,6/18/26 10:29,4987,90,calcite,50,5.76e-8,5.74e-8,-10.58910847,6.35355e-4,-14.49445242,0.003672726,15.96752406,-0.539238414,5.89098e-4,-15.60151664,0.003664681,-15.95709785,0.007930794,-31.00992169,0.023725765,-76.30300331,1.155396749,-0.072182576,0.00798967,-0.051903377,0.024905446,-46.77304826,1.19242165,
4143,EquilibratedGas,Depleted,wmn,include,Depleted Eq Gas,IPL-CI-5002 EQG-DEPLETED,20260625.11,6/25/26 10:59,5002,90,calcite,50,5.76e-8,5.74e-8,-10.59744641,4.68465e-4,-14.49879957,0.003150444,15.96304253,-0.547259507,4.28493e-4,-15.60587192,0.003143516,-15.95951626,0.008892301,-30.96630472,0.026078585,-63.63393589,1.416198292,-0.062010574,0.008504094,0.001951771,0.023519101,-33.68229991,1.461165788,
4144,EquilibratedGas,Depleted,wmn,include,Depleted Eq Gas,IPL-CI-5020 EQG-DEPLETED,20260701.14,7/1/26 14:22,5020,90,calcite,50,5.75e-8,5.73e-8,-10.61915866,3.58323e-4,-14.15380733,0.002365146,16.31869848,-0.55557752,3.37949e-4,-15.26165724,0.002360031,-15.60466838,0.00578606,-30.30255937,0.021425836,-56.89723282,1.519093856,-0.036573743,0.005785061,-0.0125445,0.022313802,-27.38987073,1.565441567,
4145,Sample,,wmn,include,ECDQ22-TS-B1,IPL-CI-4824 ECDQ22-TS-B1,20260406.14,4/6/26 14:11,4824,90,calcite,50,5.76e-8,5.74e-8,-5.460194869,6.30041e-4,-2.767201695,0.003755971,28.0572641,4.712998758,5.90084e-4,-3.888415417,0.003747831,0.626194763,0.00826698,-7.757891048,0.027267919,-20.33283675,1.564483945,-0.396764141,0.008488344,0.014776051,0.027158286,-17.74336813,1.566820128,
4146,Sample,,eyl,include,ECDQ22-TS1B1,IPL-CI-4716 ECDQ22-TS1B1,20260220.13,2/20/26 12:52,4716,90,calcite,50,5.77e-8,5.75e-8,-5.430711231,5.67664e-4,-2.630602043,0.002927974,28.19808605,4.745939967,5.03592e-4,-3.752042231,0.002921845,0.802765663,0.00926756,-7.463747892,0.02666776,-26.35097654,1.13421512,-0.397938538,0.007086707,0.01665286,0.023275292,-24.09189962,1.137555214,
4147,EquilibratedGas,Enriched,jph,exclude,Enriched Eq Gas,IPL-CI-4341 EQG Enriched,20251007.15,10/7/25 14:55,4341,90,calcite,50,5.77e-8,5.75e-8,-10.60263787,6.76465e-4,17.12154757,0.003188283,48.56077461,0.555133069,6.50665e-4,15.94736239,0.00318188,16.25950197,0.009856526,31.9197341,0.021172121,39.29821004,1.774109913,0.003405404,0.007882935,-0.222164558,0.018966013,6.892754165,1.716135997,
4148,EquilibratedGas,Enriched,jph,exclude,Enriched Eq Gas,IPL-CI-4345 EQG Enriched,20251008.17,10/8/25 17:47,4345,90,calcite,50,5.77e-8,5.75e-8,-10.62263214,6.44174e-4,18.17298265,0.003707935,49.64470954,0.572818905,6.24806e-4,16.9965241,0.003699974,17.29372,0.009203354,34.08990934,0.020576302,37.89360174,1.75831383,-0.012523581,0.006742208,-0.191736273,0.020621178,3.475737596,1.700237354,
4149,EquilibratedGas,Enriched,wmn,exclude,Enriched Eq Gas,IPL-CI-4349 EQG-ENRICHED,20251009.16,10/9/25 16:44,4349,90,calcite,50,5.77e-8,5.75e-8,-10.62259457,5.60267e-4,17.39637031,0.003184994,48.84409212,0.545960952,4.83263e-4,16.22155957,0.003177554,16.51176298,0.007707646,32.52585554,0.025334673,34.72377469,1.762076242,-0.007133398,0.006748619,-0.180650429,0.025163172,1.933505064,1.703041505,
4150,EquilibratedGas,Enriched,jph,exclude,Enriched Eq Gas,IPL-CI-4358 EQG ENRICHED,20251014.14,10/14/25 13:55,4358,90,calcite,50,5.77e-8,5.75e-8,-10.62087965,5.46543e-4,17.40541149,0.003627016,48.85341276,0.547796932,4.75783e-4,16.23058544,0.003619064,16.50487163,0.007225751,32.61268407,0.02650043,33.36487799,1.94943839,-0.02185803,0.006268056,-0.101425632,0.023699479,0.603712458,1.886133096,
4151,EquilibratedGas,Enriched,jph,exclude,Enriched Eq Gas,IPL-CI-4363 EQG Enriched,20251015.15,10/15/25 15:11,4363,90,calcite,50,5.77e-8,5.75e-8,-10.62423715,4.40513e-4,18.14891107,0.003240728,49.61989391,0.57055926,4.06468e-4,16.97250067,0.003233837,17.26374332,0.007303152,34.0700374,0.023486275,29.52110814,1.663996917,-0.018972415,0.005457381,-0.16933634,0.018459596,-4.575608932,1.608297473,
4152,EquilibratedGas,Enriched,wmn,exclude,Enriched Eq Gas,IPL-CI-4374 EQG-ENRICHED,20251020.1,10/20/25 9:52,4374,90,calcite,50,5.77e-8,5.75e-8,-10.62128603,4.1497e-4,17.19288293,0.003302707,48.63431494,0.540120324,4.23204e-4,16.01850647,0.00329566,16.29064426,0.006606762,32.12911657,0.022523695,26.16488085,1.71465221,-0.022176958,0.005785954,-0.168699503,0.023214675,-5.95740825,1.661992659,First run after a new tuning
4153,EquilibratedGas,Enriched,eyl,exclude,Enriched Eq Gas,IPL-CI-4378 EQG-ENRICHED,20251021.1,10/21/25 9:58,4378,90,calcite,50,5.77e-8,5.75e-8,-10.62317864,4.28828e-4,18.23940474,0.003703255,49.71318474,0.573447339,8.51569e-4,17.06280398,0.003695277,17.35428126,0.008354226,34.29546882,0.024738596,32.87033501,1.76005927,-0.013249492,0.008246919,-0.120248733,0.023098701,-1.443971652,1.71710361,
4154,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4387 EQG-ENRICHED,20251023.1,10/23/25 9:50,4387,90,calcite,50,5.76e-8,5.75e-8,-10.62464892,4.70553e-4,19.22608515,0.003973001,50.73036344,0.607492176,4.60107e-4,18.04756262,0.003964319,18.35983684,0.006970765,36.12251708,0.024130284,34.89124913,1.528756753,-0.010860045,0.006066547,-0.282990078,0.023778479,-1.492089891,1.473799619,
4155,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4391 EQG-ENRICHED,20251024.09,10/24/25 9:36,4391,90,calcite,50,5.77e-8,5.75e-8,-10.62471619,7.94908e-4,19.20783152,0.003929,50.71154559,0.605520544,5.53463e-4,18.02934583,0.003920877,18.36437871,0.008343154,36.13405911,0.023613501,34.03198207,1.780742786,0.012012523,0.008814284,-0.210397931,0.024689275,-2.212898528,1.725526268,
4156,EquilibratedGas,Enriched,jph,include,Enriched Eq Gas,IPL-CI-4395 EQG ENRICHED,20251026.17,10/26/25 17:11,4395,90,calcite,50,5.77e-8,5.75e-8,-10.62503786,5.66322e-4,18.3444499,0.003272771,49.82147684,0.576589268,5.93792e-4,17.16762194,0.003265662,17.46554459,0.008083775,34.38481621,0.019911495,29.03070375,1.546446113,-0.015175916,0.007109852,-0.238017227,0.021765871,-5.430568864,1.494924525,
4157,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4401 EQG-ENRICHED,20251027.17,10/27/25 17:19,4401,90,calcite,50,5.76e-8,5.75e-8,-10.62885613,3.62791e-4,18.60565001,0.003082372,50.09075065,0.582058114,3.86371e-4,17.42826039,0.003075831,17.73587686,0.007950593,35.0351667,0.02721917,32.82439352,1.723573193,-0.006921285,0.005701928,-0.131620582,0.024412973,-2.272104803,1.662272887,
4158,EquilibratedGas,Enriched,jph,include,Enriched Eq Gas,IPL-CI-4412 EQG ENRICHED,20251029.14,10/29/25 14:47,4412,90,calcite,50,5.76e-8,5.75e-8,-10.62623833,5.26777e-4,19.23033022,0.003791538,50.73473973,0.60613736,5.04538e-4,18.05179553,0.003783365,18.39035882,0.007662574,36.37467118,0.024252886,40.5518414,2.123536868,0.011356583,0.006459995,-0.05885704,0.020932687,3.963027528,2.049829708,
4159,EquilibratedGas,Enriched,jph,include,Enriched Eq Gas,IPL-CI-4424 EQG ENRICHED,20251102.15,11/2/25 15:01,4424,90,calcite,50,5.76e-8,5.75e-8,-10.62695027,4.95443e-4,18.4344807,0.003875862,49.9142905,0.577828832,4.62011e-4,17.25745859,0.00386758,17.56320457,0.009111638,34.62996189,0.022987736,32.1005805,1.355105664,-0.004958764,0.007528282,-0.171563246,0.021106947,-2.633244362,1.309759769,
4160,EquilibratedGas,Enriched,jph,include,Enriched Eq Gas,IPL-CI-4442 EQG ENRICHED,20251105.19,11/5/25 19:30,4442,90,calcite,50,5.76e-8,5.75e-8,-10.62644538,5.43409e-4,19.28334943,0.0038843,50.78939776,0.607785346,5.5113e-4,18.10470176,0.003876162,18.42288074,0.007296229,36.45053972,0.026418153,33.41476307,1.562711541,-0.009546319,0.007084578,-0.099598385,0.023954656,-3.0269085,1.506107292,
4161,EquilibratedGas,Enriched,jph,include,Enriched Eq Gas,IPL-CI-4452 EQG ENRICHED,20251107.2,11/7/25 20:01,4452,90,calcite,50,5.76e-8,5.74e-8,-10.62953732,4.13952e-4,18.60781116,0.003367296,50.0929786,0.581493384,4.25717e-4,17.43041564,0.003360179,17.75011473,0.007262744,35.09337451,0.020430733,34.75249203,1.711259426,0.005487472,0.007123173,-0.07979313,0.019066696,-0.41299708,1.654242619,
4162,EquilibratedGas,Enriched,jph,include,Enriched Eq Gas,IPL-CI-4476 EQG ENRICHED,20251113.2,11/13/25 20:14,4476,90,calcite,50,5.76e-8,5.75e-8,-10.62581061,4.89606e-4,18.45100201,0.003633322,49.93132249,0.57947586,4.71468e-4,17.2739471,0.003625546,17.58597946,0.006461354,34.79859823,0.025566157,36.28571547,1.989890449,-1.43383e-4,0.006344717,-0.042916359,0.022639521,1.377510524,1.92279684,
4163,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4487 EQG-ENRICHED,20251117.12,11/17/25 11:53,4487,90,calcite,50,5.76e-8,5.75e-8,-10.62681907,5.4654e-4,18.532492,0.003941545,50.01533133,0.581349178,5.73251e-4,17.3552621,0.003933579,17.66484764,0.008376352,34.90142286,0.025088132,30.39667886,1.416040217,-0.002970732,0.006699102,-0.101084085,0.023416113,-4.47185027,1.367580218,
4164,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4505 EQG-ENRICHED,20251120.12,11/20/25 12:04,4505,90,calcite,50,5.76e-8,5.74e-8,-10.62729845,4.29962e-4,18.54612611,0.003637165,50.02938687,0.581379167,4.48662e-4,17.36886622,0.003629608,17.69386649,0.008404766,34.95986599,0.026380955,29.17816312,1.505795534,0.012128123,0.005718076,-0.083029245,0.024069061,-5.675116513,1.453532053,
4165,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4519 EQG-ENRICHED,20251124.11,11/24/25 11:35,4519,90,calcite,50,5.76e-8,5.74e-8,-10.61789884,4.07309e-4,18.53214383,0.003089497,50.0149724,0.589842096,3.68046e-4,17.35493387,0.003082878,17.67311513,0.007190462,34.91585655,0.02740495,32.85423807,2.060887822,-0.005730245,0.005187677,-0.092736634,0.024877412,-2.11001233,1.990979558,
4166,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4525 EQG-ENRICHED,20251201.09,12/1/25 9:37,4525,90,calcite,50,5.76e-8,5.75e-8,-10.52173414,5.01505e-4,18.4388406,0.003084782,49.91878517,0.677354579,5.56104e-4,17.26203147,0.003078562,17.6858072,0.007031668,34.75577677,0.025143848,29.1740956,1.456354069,0.005863653,0.005586733,-0.086256788,0.023831871,-5.580879271,1.403516559,
4167,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4533 EQG-ENRICHED,20251204.14,12/4/25 14:25,4533,90,calcite,50,5.76e-8,5.74e-8,-10.62783543,5.12613e-4,18.54646096,0.003826289,50.02973207,0.580881965,5.53117e-4,17.36919902,0.003818453,17.67315881,0.006112898,34.9338374,0.0210343,28.47310305,1.361905134,-0.007968113,0.006608936,-0.108709697,0.019142628,-6.356150954,1.317114731,
4168,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4540 EQG-ENRICHED,20251208.11,12/8/25 10:56,4540,90,calcite,50,5.76e-8,5.75e-8,-10.63038634,4.7278e-4,18.43832013,0.003370104,49.91824861,0.574807236,4.83859e-4,17.26128241,0.003363104,17.55114056,0.005966656,34.66558377,0.024085187,22.74479038,1.820939622,-0.019813965,0.006455119,-0.150558137,0.022522763,-11.68312369,1.759116767,
4169,EquilibratedGas,Enriched,euf,include,Enriched Eq Gas,IPL-CI-4556 EQG-ENRICHED,20251212.17,12/12/25 17:33,4556,90,calcite,50,5.76e-8,5.74e-8,-10.62706161,3.43491e-4,18.47438625,0.003628207,49.95542953,0.579103571,3.30917e-4,17.29727909,0.003620413,17.60588517,0.00801057,34.82050549,0.024129025,30.24963939,1.564766259,-0.00262465,0.005914942,-0.077441821,0.021041366,-4.49965718,1.508535806,
4170,EquilibratedGas,Enriched,mam,include,Enriched Eq Gas,IPL-CI-4569 EQG-ENRICHED,20251217.16,12/17/25 16:48,4569,90,calcite,50,5.76e-8,5.74e-8,-10.62737446,5.24882e-4,18.40761325,0.003730329,49.88659258,0.576492433,5.39576e-4,17.23064678,0.003722434,17.53465505,0.009347464,34.67470464,0.020860667,29.91133919,1.568737706,-0.005655514,0.006872587,-0.086641852,0.020068349,-4.695813858,1.514439975,
4171,EquilibratedGas,Enriched,jnl,include,Enriched Eq Gas,IPL-CI-4578 EQG ENRICHED,20251222.15,12/22/25 15:47,4578,90,calcite,50,5.76e-8,5.74e-8,-10.57047805,9.78108e-4,18.32469733,0.002404583,49.80111372,0.627194409,8.81105e-4,17.14802742,0.002398375,17.53060625,0.008284037,34.49378257,0.020699299,40.39571817,0.999991967,0.020802195,0.007474869,-0.093062856,0.017135065,5.548232212,0.965215754,
4172,EquilibratedGas,Enriched,euf,include,Enriched Eq Gas,IPL-CI-4599 EQG-ENRICHED,20260105.16,1/5/26 16:19,4599,90,calcite,50,5.76e-8,5.74e-8,-10.62687444,4.73413e-4,18.31985375,0.004415933,49.79612043,0.5740028,4.9549e-4,17.14306658,0.004410953,17.44521617,0.007119262,34.47826314,0.024981415,21.77885185,1.56548907,-0.008795722,0.005297998,-0.119730263,0.021812364,-12.39003441,1.51407932,
4173,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4614 EQG-ENRICHED,20260112.11,1/12/26 11:32,4614,90,calcite,50,5.76e-8,5.74e-8,-10.62999285,5.19295e-4,18.3079268,0.003793383,49.78382481,0.570555683,5.41962e-4,17.13116612,0.003785315,17.41059011,0.009073633,34.43265714,0.024986299,25.57505252,1.389711325,-0.025260545,0.007761328,-0.114217878,0.02346493,-8.689496857,1.34208182,
4174,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4622 EQG-ENRICHED,20260115.1,1/15/26 10:46,4622,90,calcite,50,5.76e-8,5.74e-8,-10.63037329,5.0817e-4,18.48950179,0.003729464,49.97101229,0.57651112,5.18186e-4,17.3123553,0.003721535,17.60743398,0.008714458,34.87105241,0.021611484,23.27691024,1.948571395,-0.013197901,0.007,-0.057762771,0.02,-11.26347746,1.882519104,
4175,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4632 EQG-ENRICHED,20260121.09,1/21/26 9:13,4632,90,calcite,50,5.76e-8,5.74e-8,-10.62884339,5.53799e-4,18.46593092,0.003672951,49.94671285,0.577129842,5.54985e-4,17.28883786,0.003665287,17.58046408,0.007479296,34.83504037,0.02061339,25.48390791,1.578149329,-0.017449445,0.006917065,-0.046842042,0.016811578,-9.086442413,1.52210562,
4176,EquilibratedGas,Enriched,eyl,include,Enriched Eq Gas,IPL-CI-4645 EQG-ENRICHED,20260127.13,1/27/26 13:10,4645,90,calcite,50,5.76e-8,5.74e-8,-10.62515901,4.55454e-4,18.31610242,0.003438339,49.79225315,0.575403714,4.39504e-4,17.13933494,0.003430868,17.43910725,0.009662674,34.50903886,0.021977217,25.4073916,1.684425638,-0.010204779,0.007641563,-0.067206562,0.019766237,-8.87257524,1.625435093,
4177,EquilibratedGas,Enriched,eyl,include,Enriched Eq Gas,IPL-CI-4656 EQG-ENRICHED,20260201.11,2/1/26 11:02,4656,90,calcite,50,5.76e-8,5.74e-8,-10.62494804,4.84278e-4,18.34268176,0.003826131,49.81965405,0.576533398,5.08854e-4,17.16585825,0.003818107,17.46406204,0.007984333,34.58407444,0.026246148,25.37270909,1.632744779,-0.012672963,0.005888444,-0.047243971,0.023843039,-8.958222098,1.579118674,
4178,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4671 EQG-ENRICHED,20260205.09,2/5/26 9:10,4671,90,calcite,50,5.76e-8,5.74e-8,-10.62842546,6.48471e-4,18.35189784,0.003891635,49.82915501,0.572376238,0.001675225,17.17504808,0.003883218,17.47396652,0.010111021,34.58286604,0.021885457,30.20070007,1.529675003,-0.008959391,0.008399671,-0.066808599,0.017307017,-4.238944146,1.48137073,
4179,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4680 EQG-ENRICHED,20260209.14,2/9/26 14:10,4680,90,calcite,50,5.76e-8,5.74e-8,-10.63144372,4.585e-4,18.35129416,0.003599102,49.82853267,0.570699699,5.10765e-4,17.1744383,0.00359152,17.47351648,0.008399263,34.60810164,0.027780433,25.78149635,1.257090409,-0.00555418,0.005814807,-0.040800028,0.02332754,-8.573142862,1.217228637,
4180,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4693 EQG-ENRICHED,20260213.11,2/13/26 11:00,4693,90,calcite,50,5.76e-8,5.74e-8,-10.6288077,4.79921e-4,18.34880047,0.003651208,49.82596189,0.573088783,4.24556e-4,17.17195592,0.003643012,17.46440254,0.007369301,34.57308588,0.024653122,26.74236326,1.314105773,-0.014254081,0.006205859,-0.068996236,0.023145275,-7.641709988,1.26978403,
4181,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4708 EQG-ENRICHED,20260218.14,2/18/26 13:55,4708,90,calcite,50,5.76e-8,5.73e-8,-10.62556188,5.15863e-4,18.34184113,0.00364293,49.81878744,0.575914203,4.39549e-4,17.1650184,0.003634718,17.45070829,0.00817412,34.54816078,0.023189631,31.59294402,1.856893755,-0.024047637,0.00631818,-0.068226209,0.021572089,-2.9434199,1.7950754819999999,
4182,EquilibratedGas,Enriched,eyl,include,Enriched Eq Gas,IPL-CI-4721 EQG-ENRICHED,20260221.22,2/21/26 22:42,4721,90,calcite,50,5.76e-8,5.74e-8,-10.62938233,5.31044e-4,18.30372592,0.003674702,49.77949409,0.570986432,4.40372e-4,17.12697613,0.003666447,17.4143519,0.007660349,34.5200199,0.022895961,28.29232775,1.49997687,-0.017975341,0.005871993,-0.032167286,0.020833302,-6.055204247,1.453082002,
4183,EquilibratedGas,Enriched,eyl,include,Enriched Eq Gas,IPL-CI-4735 EQG-ENRICHED,20260225.09,2/25/26 9:18,4735,90,calcite,50,5.76e-8,5.73e-8,-10.63156539,4.50404e-4,18.45187352,0.003720385,49.93222093,0.574076592,4.37147e-4,17.27480422,0.003712135,17.57516729,0.007952805,34.79264634,0.024951106,29.55950338,1.572322822,-0.006045743,0.006021109,-0.05955587,0.022100189,-5.118075805,1.519313914,
4184,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4750 EQG-ENRICHED,20260303.13,3/3/26 13:14,4750,90,calcite,50,5.76e-8,5.74e-8,-10.62355907,4.81136e-4,18.32043944,0.003312447,49.79672422,0.577056368,4.80433e-4,17.14366639,0.003305655,17.4828335,0.007318744,34.48124513,0.020482221,44.13197224,1.687411313,0.027095725,0.006428092,-0.102150661,0.019312451,9.216408179,1.630943192,
4185,EquilibratedGas,Enriched,bhp,include,Enriched Eq Gas,IPL-CI-4815 Enriched Equilibrated Gas,20260401.16,4/1/26 16:11,4815,90,calcite,50,5.76e-8,5.74e-8,-10.62896122,5.23149e-4,19.17895948,0.003573347,50.68178112,0.601776766,4.88717e-4,18.00052793,0.003565485,18.33511387,0.007960869,36.31009823,0.019361116,39.34128603,1.737988903,0.011305715,0.006286709,-0.020022688,0.017125632,2.899244868,1.677120804,
4186,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4833 EQG-ENRICHED,20260409.09,4/9/26 9:10,4833,90,calcite,50,5.76e-8,5.74e-8,-10.62781265,4.50265e-4,19.19794672,0.003433422,50.70135525,0.603513655,4.20415e-4,18.01947736,0.00342591,18.3435079,0.006609267,36.36280641,0.026438666,32.06013977,1.779335988,-3.63956e-4,0.005684494,-0.006043,0.021463818,-4.164593421,1.715807524,
4187,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4864 EQG-ENRICHED,20260420.14,4/20/26 14:49,4864,90,calcite,50,5.76e-8,5.74e-8,-10.63091404,5.29796e-4,19.09438235,0.003781564,50.5945897,0.596994092,5.22913e-4,17.91612625,0.003773659,18.23848134,0.008338991,36.14127733,0.02338866,31.99892656,1.754803427,0.002911669,0.007106388,-0.014371767,0.020829909,-4.018226443,1.69371082,
4188,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4902 EQG-ENRICHED,20260507.11,5/7/26 11:14,4902,90,calcite,50,5.76e-8,5.74e-8,-10.63218354,5.07407e-4,18.72789962,0.003779105,50.216779,0.583081359,4.88826e-4,17.55024389,0.003771093,17.8799509,0.008122595,35.3521927,0.025690893,28.63857945,1.802042456,0.018060499,0.007094149,-0.061305961,0.023799848,-6.545919307,1.74133693,
4189,EquilibratedGas,Enriched,euf,include,Enriched Eq Gas,IPL-CI-4933 EQG-ENRICHED,20260517.14,5/17/26 14:19,4933,90,calcite,50,5.76e-8,5.74e-8,-10.63008035,5.46653e-4,18.63934966,0.003549579,50.12549196,0.581978235,4.86099e-4,17.46188627,0.003541723,17.77515152,0.007207607,35.21065335,0.026041396,31.27574728,1.837035922,0.001913499,0.006869781,-0.022794317,0.021611962,-3.827117907,1.776765152,
4190,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4943 EQG-ENRICHED,20260528.08,5/28/26 7:55,4941,90,calcite,50,5.75e-8,5.74e-8,-10.50062325,6.97992e-4,18.54146768,0.003652307,50.02458444,0.700737629,6.64075e-4,17.36448621,0.00364466,17.78966158,0.009567261,34.9773924,0.025099118,24.03626342,1.456605744,-0.012359383,0.00778381,-0.056851621,0.022403303,-10.759668,1.40935723,the 2 runs before this were aborted/bad
4191,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4947 EQG-ENRICHED,20260529.08,5/29/26 8:22,4947,90,calcite,50,5.76e-8,5.74e-8,-10.60718772,5.13606e-4,19.04757944,0.003788823,50.546340120000004,0.617749517,4.79297e-4,17.8694731,0.003780791,18.21764487,0.007771836,36.02413136,0.02484994,26.02496464,1.364422392,0.006285271,0.006075998,-0.037907943,0.022505295,-9.716233576,1.313645438,
4193,EquilibratedGas,Enriched,euf,include,Enriched Eq Gas,IPL-CI-4959 EQG-ENRICHED,20260531.16,5/31/26 16:43,4959,90,calcite,50,5.75e-8,5.74e-8,-10.6165318,5.66306e-4,18.56791243,0.003646919,50.0518466,0.592280324,5.63747e-4,17.39062918,0.003639359,17.70868863,0.009145405,35.02191788,0.026317471,30.87917564,1.712670863,-0.005160772,0.007302755,-0.074546219,0.026877161,-4.084456911,1.651097898,
4194,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4985 EQG-ENRICHED,20260612.11,6/12/26 11:32,4985,90,calcite,50,5.75e-8,5.74e-8,-10.62234511,4.89845e-4,19.10795044,0.003550389,50.60857719,0.605550683,4.39222e-4,17.92968372,0.003542572,18.23494963,0.008239674,36.17194767,0.030236746,26.17652708,1.85481009,-0.022467794,0.00676469,-0.003551218,0.024811694,-9.672235085,1.791842286,
4195,EquilibratedGas,Enriched,wmn,include,Enriched Eq Gas,IPL-CI-4989 EQG-ENRICHED,20260622.08,6/22/26 8:36,4989,90,calcite,50,5.75e-8,5.74e-8,-10.49662908,0.001025785,18.41157041,0.003923297,49.89067205,0.699896398,9.85569e-4,17.23487261,0.003915106,17.65553373,0.007976037,34.76069284,0.025564766,19.28117556,1.830922688,-0.015347144,0.006202683,-0.005885121,0.02349438,-15.1004963,1.770820683,
4196,EquilibratedGas,Enriched,wmn,exclude,Enriched Eq Gas,IPL-CI-5019 EQG-ENRICHED,20260701.12,7/1/26 12:39,5019,90,calcite,50,5.79e-8,5.78e-8,-10.63524993,0.001378491,19.03994951,0.005910297,50.53847435,0.590813144,0.001385827,17.86180012,0.005898471,18.13689893,0.01583191,36.07171426,0.040280638,41.07612782,5.278766469,-0.016691,0.014010813,0.008843469,0.041622018,4.865410973,5.096078105,cycles were too fast for some reason; high st dev to
4197,EquilibratedGas,Enriched,mla,include,Enriched Eq Gas,IPL-CI-5023 EQG-ENRICHED,20260713.18,7/13/26 18:28,5023,90,calcite,50,5.75e-8,5.74e-8,-10.63444702,4.6433e-4,19.78985899,0.002952181,51.31156353,0.617711092,4.57847e-4,18.6101199,0.002945997,18.93276824,0.007706244,37.65324354,0.024992284,43.28225581,2.242350103,-0.003972275,0.007162207,0.073532383,0.025422079,5.507561288,2.162445243,
4198,EquilibratedGas,Enriched,mla,include,Enriched Eq Gas,IPL-CI-5024 EQG-ENRICHED,20260714.13,7/14/26 13:00,5024,90,calcite,50,3.16e-8,4.2e-8,-10.56599263,0.005359449,19.45731763,0.00684523,50.96874332,0.670760487,0.004867855,18.27842902,0.006821567,18.70691965,0.008377824,36.92434307,0.029491812,34.17885491,2.645069386,0.039675525,0.010126922,0.041556904,0.022736468,-2.685545289,2.552524577,
4199,EquilibratedGas,Depleted,wmn,include,Depleted Eq Gas,IPL-CI-4853 EQG-DEPLETED,20260416.11,4/16/26 11:43,4853,90,calcite,50,5.76e-8,5.74e-8,-10.61442934,4.97438e-4,-14.14008859,0.00321974,16.33284127,-0.55063101,4.98583e-4,-15.24795778,0.003213055,-15.59294791,0.005744352,-30.23911164,0.023469143,-59.70894569,1.669079128,-0.043450317,0.004845554,0.025057778,0.020857635,-30.32114273,1.720657015,
4200,EquilibratedGas,Enriched,mam,include,Enriched Eq Gas,IPL-CI-4562 EQG-ENRICHED,20251216.13,12/16/25 13:30,4562,90,calcite,50,5.76e-8,5.74e-8,-10.62832623,5.36561e-4,18.37674811,0.003742839,49.8547734,0.5745281,5.86607e-4,17.1998449,0.003735085,17.48709283,0.0080835980000000009,34.55768923,0.025018442,24.72289208,1.624936981,-0.020777817,0.005898428,-0.133210595,0.023480451,-9.648994095,1.573307461,
4201,EquilibratedGas,Enriched,euf,include,Enriched Eq Gas,IPL-CI-4882 EQG-ENRICHED,20260426.12,4/26/26 12:36,4882,90,calcite,50,5.76e-8,5.74e-8,-10.6289949,4.64059e-4,19.18065565,0.003358808,50.68352972,0.600953141,7.38011e-4,18.00222066,0.003351563,18.31944161,0.008500512,36.3250973,0.019959533,33.50732884,1.609058475,-0.003978748,0.006312356,7.07852e-4,0.018959279,-2.685322202,1.555204328,
