"Date","Year","YearDay","Hours","RECORD","Flag_RECORD","Sitename","VWC_Avg_201_10cm","Flag_VWC_Avg_201_10cm","EC_Avg_201_10cm","Flag_EC_Avg_201_10cm","Soil_Temp_Avg_201_10cm","Flag_Soil_Temp_Avg_201_10cm","P_Avg_201_10cm","Flag_P_Avg_201_10cm","Period_Avg_201_10cm","Flag_Period_Avg_201_10cm","Voltage_Ratio_Avg_201_10cm","Flag_Voltage_Ratio_Avg_201_10cm","VWC_Avg_201_20cm","Flag_VWC_Avg_201_20cm","EC_Avg_201_20cm","Flag_EC_Avg_201_20cm","Soil_Temp_Avg_201_20cm","Flag_Soil_Temp_Avg_201_20cm","P_Avg_201_20cm","Flag_P_Avg_201_20cm","Period_Avg_201_20cm","Flag_Period_Avg_201_20cm","Voltage_Ratio_Avg_201_20cm","Flag_Voltage_Ratio_Avg_201_20cm","VWC_Avg_201_30cm","Flag_VWC_Avg_201_30cm","EC_Avg_201_30cm","Flag_EC_Avg_201_30cm","Soil_Temp_Avg_201_30cm","Flag_Soil_Temp_Avg_201_30cm","P_Avg_201_30cm","Flag_P_Avg_201_30cm","Period_Avg_201_30cm","Flag_Period_Avg_201_30cm","Voltage_Ratio_Avg_201_30cm","Flag_Voltage_Ratio_Avg_201_30cm","VWC_Avg_202_10cm","Flag_VWC_Avg_202_10cm","EC_Avg_202_10cm","Flag_EC_Avg_202_10cm","Soil_Temp_Avg_202_10cm","Flag_Soil_Temp_Avg_202_10cm","P_Avg_202_10cm","Flag_P_Avg_202_10cm","Period_Avg_202_10cm","Flag_Period_Avg_202_10cm","Voltage_Ratio_Avg_202_10cm","Flag_Voltage_Ratio_Avg_202_10cm","VWC_Avg_202_20cm","Flag_VWC_Avg_202_20cm","EC_Avg_202_20cm","Flag_EC_Avg_202_20cm","Soil_Temp_Avg_202_20cm","Flag_Soil_Temp_Avg_202_20cm","P_Avg_202_20cm","Flag_P_Avg_202_20cm","Period_Avg_202_20cm","Flag_Period_Avg_202_20cm","Voltage_Ratio_Avg_202_20cm","Flag_Voltage_Ratio_Avg_202_20cm","VWC_Avg_202_30cm","Flag_VWC_Avg_202_30cm","EC_Avg_202_30cm","Flag_EC_Avg_202_30cm","Soil_Temp_Avg_202_30cm","Flag_Soil_Temp_Avg_202_30cm","P_Avg_202_30cm","Flag_P_Avg_202_30cm","Period_Avg_202_30cm","Flag_Period_Avg_202_30cm","Voltage_Ratio_Avg_202_30cm","Flag_Voltage_Ratio_Avg_202_30cm","VwcCorr_Avg_201_10cm","Flag_VwcCorr_Avg_201_10cm","VwcCorr_Avg_201_20cm","Flag_VwcCorr_Avg_201_20cm","VwcCorr_Avg_201_30cm","Flag_VwcCorr_Avg_201_30cm","VwcCorr_Avg_202_10cm","Flag_VwcCorr_Avg_202_10cm","VwcCorr_Avg_202_20cm","Flag_VwcCorr_Avg_202_20cm","VwcCorr_Avg_202_30cm","Flag_VwcCorr_Avg_202_30cm"
2017-03-05,2017,64,23.9997,522,"A",200,0.1191266,"A",0.0524,"A",16.5382,"A",6.695521,"A",2.3924,"A",1.1581,"A",0.1306046,"A",0.0585,"A",15.5168,"A",7.212463,"A",2.4497,"A",1.1702,"A",0.1221456,"A",0.046,"A",14.5404,"A",6.829859,"A",2.4118,"A",1.1383,"A",0.1454726,"A",0.0605,"A",14.0221,"A",7.899991,"A",2.5091,"A",1.1861,"A",0.1196115,"A",0.0465,"A",13.3542,"A",6.716423,"A",2.3751,"A",1.1364,"A",0.1388587,"A",0.0348,"A",12.9325,"A",7.59163,"A",2.4489,"A",1.1044,"A",0.095,"A",0.107,"A",0.098,"A",0.123,"A",0.095,"A",0.116,"A"
2017-03-06,2017,65,23.9997,523,"A",200,0.1178171,"A",0.0525,"A",16.9701,"A",6.637116,"A",2.3868,"A",1.1583,"A",0.1306471,"A",0.0596,"A",16.3799,"A",7.214377,"A",2.4511,"A",1.1735,"A",0.1225255,"A",0.0471,"A",15.5513,"A",6.846904,"A",2.4146,"A",1.1417,"A",0.1451689,"A",0.0613,"A",14.5453,"A",7.885707,"A",2.5086,"A",1.1885,"A",0.1197918,"A",0.0474,"A",14.161,"A",6.724475,"A",2.3768,"A",1.1391,"A",0.1395739,"A",0.0356,"A",13.8245,"A",7.624775,"A",2.4526,"A",1.1068,"A",0.094,"A",0.108,"A",0.099,"A",0.123,"A",0.096,"A",0.117,"A"
2017-03-07,2017,66,23.9997,524,"A",200,0.1146447,"A",0.0503,"A",15.7519,"A",6.496743,"A",2.3707,"A",1.1519,"A",0.1291573,"A",0.0584,"A",15.7135,"A",7.146578,"A",2.4435,"A",1.1698,"A",0.1218254,"A",0.0468,"A",15.4284,"A",6.815505,"A",2.4113,"A",1.1409,"A",0.1427312,"A",0.0593,"A",13.4033,"A",7.771727,"A",2.4967,"A",1.1824,"A",0.1187375,"A",0.0467,"A",13.5521,"A",6.677432,"A",2.3715,"A",1.137,"A",0.1389444,"A",0.0354,"A",13.6536,"A",7.595612,"A",2.4498,"A",1.1062,"A",0.09,"A",0.106,"A",0.098,"A",0.12,"A",0.094,"A",0.116,"A"
2017-03-08,2017,67,23.9997,525,"A",200,0.1133449,"A",0.0503,"A",16.0002,"A",6.43959,"A",2.365,"A",1.1518,"A",0.1281376,"A",0.058,"A",15.7188,"A",7.100303,"A",2.4388,"A",1.1689,"A",0.1211623,"A",0.0466,"A",15.3953,"A",6.785791,"A",2.4082,"A",1.1403,"A",0.1410497,"A",0.0587,"A",13.4191,"A",7.693447,"A",2.4891,"A",1.1803,"A",0.1177157,"A",0.0461,"A",13.3852,"A",6.631921,"A",2.3666,"A",1.1353,"A",0.1379422,"A",0.0351,"A",13.476,"A",7.549227,"A",2.4453,"A",1.1052,"A",0.089,"A",0.105,"A",0.097,"A",0.118,"A",0.093,"A",0.115,"A"
2017-03-09,2017,68,23.9997,526,"A",200,0.1131309,"A",0.0516,"A",17.3056,"A",6.430028,"A",2.3654,"A",1.1558,"A",0.1280238,"A",0.0591,"A",16.6693,"A",7.095139,"A",2.4395,"A",1.1721,"A",0.1209512,"A",0.0471,"A",16.0264,"A",6.776339,"A",2.4078,"A",1.1418,"A",0.1405858,"A",0.0597,"A",14.4814,"A",7.671869,"A",2.4883,"A",1.1835,"A",0.1173125,"A",0.0466,"A",14.1568,"A",6.613986,"A",2.3653,"A",1.1367,"A",0.1375907,"A",0.0354,"A",14.0108,"A",7.532981,"A",2.4441,"A",1.1061,"A",0.089,"A",0.105,"A",0.097,"A",0.118,"A",0.093,"A",0.115,"A"
2017-03-10,2017,69,23.9997,527,"A",200,0.1128597,"A",0.0529,"A",18.6929,"A",6.417933,"A",2.3656,"A",1.1597,"A",0.1280991,"A",0.0606,"A",17.811,"A",7.098558,"A",2.4414,"A",1.1763,"A",0.1209953,"A",0.048,"A",16.9154,"A",6.778311,"A",2.4089,"A",1.1444,"A",0.1401279,"A",0.061,"A",15.7469,"A",7.650569,"A",2.4877,"A",1.1875,"A",0.1170953,"A",0.0473,"A",15.1693,"A",6.60433,"A",2.3652,"A",1.139,"A",0.1376663,"A",0.0359,"A",14.8237,"A",7.536476,"A",2.4448,"A",1.1076,"A",0.089,"A",0.105,"A",0.097,"A",0.118,"A",0.093,"A",0.115,"A"
2017-03-11,2017,70,23.9997,528,"A",200,0.110456,"A",0.0518,"A",18.396,"A",6.311499,"A",2.3539,"A",1.1562,"A",0.127439,"A",0.0608,"A",18.0687,"A",7.068558,"A",2.4387,"A",1.1769,"A",0.120797,"A",0.0485,"A",17.4964,"A",6.769432,"A",2.4086,"A",1.1461,"A",0.1390326,"A",0.0618,"A",16.5515,"A",7.599726,"A",2.4841,"A",1.1902,"A",0.1167307,"A",0.048,"A",16.0383,"A",6.588129,"A",2.3643,"A",1.141,"A",0.1378888,"A",0.0365,"A",15.6586,"A",7.546755,"A",2.4463,"A",1.1094,"A",0.086,"A",0.105,"A",0.097,"A",0.117,"A",0.093,"A",0.115,"A"
2017-03-12,2017,71,23.9997,529,"A",200,0.1089116,"A",0.0515,"A",18.4903,"A",6.244162,"A",2.3468,"A",1.1554,"A",0.1263316,"A",0.0603,"A",17.9787,"A",7.018465,"A",2.4335,"A",1.1754,"A",0.1199168,"A",0.0482,"A",17.4357,"A",6.730069,"A",2.4044,"A",1.1451,"A",0.1363908,"A",0.0605,"A",16.1864,"A",7.477665,"A",2.4719,"A",1.1861,"A",0.1153947,"A",0.0477,"A",15.9423,"A",6.528866,"A",2.3582,"A",1.1399,"A",0.1372277,"A",0.0365,"A",15.7845,"A",7.516232,"A",2.4435,"A",1.1093,"A",0.084,"A",0.103,"A",0.096,"A",0.114,"A",0.091,"A",0.115,"A"
2017-03-13,2017,72,23.9997,530,"A",200,0.107924,"A",0.0517,"A",19.127,"A",6.200891,"A",2.3426,"A",1.1561,"A",0.125984,"A",0.0609,"A",18.6153,"A",7.00275,"A",2.4327,"A",1.1772,"A",0.1196039,"A",0.0486,"A",17.9493,"A",6.716093,"A",2.4034,"A",1.1463,"A",0.1341752,"A",0.0602,"A",16.6102,"A",7.375751,"A",2.4624,"A",1.185,"A",0.1140294,"A",0.0475,"A",16.3347,"A",6.468445,"A",2.3521,"A",1.1394,"A",0.1363136,"A",0.0364,"A",16.1089,"A",7.47406,"A",2.4396,"A",1.1091,"A",0.083,"A",0.103,"A",0.096,"A",0.111,"A",0.09,"A",0.114,"A"
2017-03-14,2017,73,23.9997,531,"A",200,0.1066233,"A",0.0516,"A",19.5047,"A",6.144277,"A",2.3368,"A",1.1558,"A",0.1252298,"A",0.0609,"A",18.8742,"A",6.968712,"A",2.4296,"A",1.1774,"A",0.1190889,"A",0.0487,"A",18.2181,"A",6.693111,"A",2.4013,"A",1.1466,"A",0.1313552,"A",0.0591,"A",16.7392,"A",7.246694,"A",2.4495,"A",1.1817,"A",0.112356,"A",0.0469,"A",16.4233,"A",6.394599,"A",2.3442,"A",1.1378,"A",0.1352267,"A",0.0362,"A",16.2585,"A",7.42403,"A",2.4349,"A",1.1084,"A",0.082,"A",0.102,"A",0.095,"A",0.108,"A",0.088,"A",0.113,"A"
2017-03-15,2017,74,23.9997,532,"A",200,0.1056641,"A",0.052,"A",20.3665,"A",6.102349,"A",2.3329,"A",1.1569,"A",0.1249742,"A",0.0617,"A",19.6522,"A",6.957174,"A",2.4293,"A",1.1797,"A",0.1188522,"A",0.0492,"A",18.8441,"A",6.682558,"A",2.4008,"A",1.1482,"A",0.1290664,"A",0.0589,"A",17.5819,"A",7.142421,"A",2.4398,"A",1.181,"A",0.1108912,"A",0.0469,"A",17.1185,"A",6.330143,"A",2.3378,"A",1.1376,"A",0.134344,"A",0.0362,"A",16.8094,"A",7.383465,"A",2.4312,"A",1.1085,"A",0.081,"A",0.102,"A",0.095,"A",0.106,"A",0.086,"A",0.112,"A"
2017-03-16,2017,75,23.9997,533,"A",200,0.1038823,"A",0.0513,"A",20.4564,"A",6.024885,"A",2.3242,"A",1.1548,"A",0.1242153,"A",0.0617,"A",19.8648,"A",6.922964,"A",2.4261,"A",1.1797,"A",0.1184793,"A",0.0494,"A",19.1781,"A",6.665933,"A",2.3994,"A",1.1487,"A",0.1258775,"A",0.0575,"A",17.8839,"A",6.997921,"A",2.425,"A",1.1769,"A",0.1090357,"A",0.0465,"A",17.4658,"A",6.248742,"A",2.3293,"A",1.1364,"A",0.1333097,"A",0.0361,"A",17.1928,"A",7.336035,"A",2.4267,"A",1.1081,"A",0.079,"A",0.101,"A",0.095,"A",0.103,"A",0.084,"A",0.111,"A"
2017-03-17,2017,76,23.9997,534,"A",200,0.1024696,"A",0.0512,"A",21.1355,"A",5.963636,"A",2.3178,"A",1.1546,"A",0.1236675,"A",0.0622,"A",20.4734,"A",6.89831,"A",2.4243,"A",1.181,"A",0.1180815,"A",0.0497,"A",19.6588,"A",6.648216,"A",2.3979,"A",1.1496,"A",0.1226281,"A",0.056,"A",18.3392,"A",6.851566,"A",2.4097,"A",1.1721,"A",0.1070281,"A",0.0459,"A",17.963,"A",6.160976,"A",2.3198,"A",1.1347,"A",0.1321139,"A",0.0359,"A",17.6532,"A",7.281308,"A",2.4215,"A",1.1075,"A",0.077,"A",0.101,"A",0.095,"A",0.099,"A",0.082,"A",0.109,"A"
2017-03-18,2017,77,23.9997,535,"A",200,0.1009321,"A",0.051,"A",21.7887,"A",5.897069,"A",2.3107,"A",1.154,"A",0.1230262,"A",0.0626,"A",21.0013,"A",6.869476,"A",2.422,"A",1.1821,"A",0.1175717,"A",0.0499,"A",20.1432,"A",6.625517,"A",2.396,"A",1.1504,"A",0.1190478,"A",0.0538,"A",18.7858,"A",6.691311,"A",2.3922,"A",1.1654,"A",0.1046159,"A",0.0449,"A",18.3227,"A",6.055927,"A",2.3082,"A",1.1319,"A",0.1306969,"A",0.0355,"A",18.0148,"A",7.216618,"A",2.4151,"A",1.1064,"A",0.076,"A",0.1,"A",0.094,"A",0.095,"A",0.079,"A",0.108,"A"
2017-03-19,2017,78,23.9997,536,"A",200,0.0989576,"A",0.0504,"A",22.3348,"A",5.811926,"A",2.3011,"A",1.1522,"A",0.1223947,"A",0.063,"A",21.5157,"A",6.841114,"A",2.4197,"A",1.1833,"A",0.1170504,"A",0.0503,"A",20.6343,"A",6.602341,"A",2.3941,"A",1.1514,"A",0.1156032,"A",0.0515,"A",19.2468,"A",6.538145,"A",2.3749,"A",1.1582,"A",0.1021335,"A",0.0439,"A",18.7564,"A",5.948292,"A",2.2961,"A",1.1288,"A",0.1291889,"A",0.0351,"A",18.4231,"A",7.147968,"A",2.4083,"A",1.1052,"A",0.073,"A",0.1,"A",0.094,"A",0.092,"A",0.077,"A",0.106,"A"
2017-03-20,2017,79,23.9997,537,"A",200,0.096325,"A",0.049,"A",22.3911,"A",5.698735,"A",2.2876,"A",1.1478,"A",0.1216018,"A",0.063,"A",21.7894,"A",6.805529,"A",2.4163,"A",1.1833,"A",0.1164433,"A",0.0504,"A",21.0206,"A",6.575375,"A",2.3916,"A",1.1519,"A",0.1123685,"A",0.0493,"A",19.616,"A",6.395184,"A",2.3586,"A",1.1513,"A",0.0995627,"A",0.0426,"A",19.1649,"A",5.837324,"A",2.2832,"A",1.1252,"A",0.1274208,"A",0.0346,"A",18.8445,"A",7.067731,"A",2.4004,"A",1.1038,"A",0.07,"A",0.099,"A",0.093,"A",0.088,"A",0.074,"A",0.105,"A"
2017-03-21,2017,80,23.9997,538,"A",200,0.0940312,"A",0.0479,"A",22.7344,"A",5.600714,"A",2.276,"A",1.1446,"A",0.1206183,"A",0.0628,"A",21.9967,"A",6.761504,"A",2.4119,"A",1.1828,"A",0.1157416,"A",0.0503,"A",21.2256,"A",6.544244,"A",2.3884,"A",1.1515,"A",0.1092835,"A",0.0471,"A",19.7348,"A",6.259619,"A",2.3429,"A",1.1447,"A",0.0968945,"A",0.0412,"A",19.34,"A",5.722675,"A",2.2696,"A",1.1208,"A",0.1253767,"A",0.0339,"A",19.0727,"A",6.975296,"A",2.3909,"A",1.1014,"A",0.068,"A",0.098,"A",0.092,"A",0.085,"A",0.071,"A",0.102,"A"
2017-03-22,2017,81,23.9997,539,"A",200,0.0914359,"A",0.0465,"A",23.4647,"A",5.490092,"A",2.2624,"A",1.1403,"A",0.1199309,"A",0.0631,"A",22.6069,"A",6.730753,"A",2.4094,"A",1.1838,"A",0.1150932,"A",0.0506,"A",21.7303,"A",6.515509,"A",2.3858,"A",1.1523,"A",0.1069598,"A",0.0459,"A",20.5124,"A",6.157986,"A",2.3315,"A",1.141,"A",0.0942663,"A",0.0398,"A",19.9082,"A",5.61026,"A",2.2563,"A",1.1168,"A",0.1231861,"A",0.0331,"A",19.5245,"A",6.876617,"A",2.3808,"A",1.0991,"A",0.065,"A",0.097,"A",0.092,"A",0.082,"A",0.068,"A",0.1,"A"
2017-03-23,2017,82,23.9997,540,"A",200,0.0868287,"A",0.0421,"A",21.2477,"A",5.295109,"A",2.2361,"A",1.1269,"A",0.1182216,"A",0.0616,"A",21.7676,"A",6.654467,"A",2.4004,"A",1.1793,"A",0.1139723,"A",0.0502,"A",21.6228,"A",6.465923,"A",2.3805,"A",1.151,"A",0.1036135,"A",0.0432,"A",19.0167,"A",6.0124,"A",2.3138,"A",1.1326,"A",0.0916363,"A",0.038,"A",19.4479,"A",5.498289,"A",2.2424,"A",1.1117,"A",0.1210323,"A",0.032,"A",19.5353,"A",6.779987,"A",2.3706,"A",1.096,"A",0.059,"A",0.095,"A",0.09,"A",0.078,"A",0.065,"A",0.098,"A"
2017-03-24,2017,83,23.9997,541,"A",200,0.0840038,"A",0.0393,"A",19.4955,"A",5.176579,"A",2.2198,"A",1.1186,"A",0.1154047,"A",0.0581,"A",19.8101,"A",6.529347,"A",2.3844,"A",1.1692,"A",0.1117276,"A",0.0479,"A",20.096,"A",6.366921,"A",2.3683,"A",1.1442,"A",0.1000732,"A",0.04,"A",17.2782,"A",5.859304,"A",2.2948,"A",1.1227,"A",0.0885588,"A",0.0353,"A",17.7278,"A",5.367888,"A",2.2254,"A",1.1037,"A",0.11812,"A",0.0299,"A",18.1845,"A",6.649948,"A",2.356,"A",1.0897,"A",0.056,"A",0.092,"A",0.088,"A",0.074,"A",0.061,"A",0.094,"A"
2017-03-25,2017,84,23.9997,542,"A",200,0.0823609,"A",0.0382,"A",20.0561,"A",5.10776,"A",2.2109,"A",1.1154,"A",0.1143317,"A",0.0577,"A",19.9881,"A",6.481851,"A",2.3793,"A",1.168,"A",0.1104796,"A",0.0471,"A",19.9443,"A",6.312044,"A",2.362,"A",1.1419,"A",0.0989153,"A",0.0393,"A",17.6125,"A",5.809448,"A",2.2888,"A",1.1206,"A",0.0867455,"A",0.0341,"A",17.766,"A",5.291383,"A",2.2158,"A",1.1002,"A",0.1159446,"A",0.0286,"A",18.0076,"A",6.553257,"A",2.3453,"A",1.0857,"A",0.054,"A",0.09,"A",0.086,"A",0.073,"A",0.059,"A",0.092,"A"
2017-03-26,2017,85,23.9997,543,"A",200,0.08073,"A",0.0373,"A",21.0339,"A",5.03959,"A",2.2021,"A",1.1125,"A",0.1137522,"A",0.0581,"A",20.6562,"A",6.456228,"A",2.3772,"A",1.169,"A",0.1096509,"A",0.0471,"A",20.2915,"A",6.275672,"A",2.3582,"A",1.1416,"A",0.098203,"A",0.0392,"A",18.4958,"A",5.778806,"A",2.2856,"A",1.1204,"A",0.0854452,"A",0.0335,"A",18.3496,"A",5.236668,"A",2.209,"A",1.0983,"A",0.1142634,"A",0.0277,"A",18.3476,"A",6.478791,"A",2.3371,"A",1.083,"A",0.052,"A",0.09,"A",0.085,"A",0.072,"A",0.058,"A",0.09,"A"
2017-03-27,2017,86,23.9997,544,"A",200,0.0783514,"A",0.0354,"A",20.8326,"A",4.940708,"A",2.1886,"A",1.1067,"A",0.1125718,"A",0.0573,"A",20.4538,"A",6.404154,"A",2.3711,"A",1.1667,"A",0.1085038,"A",0.0466,"A",20.2117,"A",6.225435,"A",2.3526,"A",1.1402,"A",0.0965391,"A",0.0379,"A",18.1937,"A",5.707444,"A",2.2767,"A",1.1164,"A",0.0838521,"A",0.0324,"A",18.1338,"A",5.169806,"A",2.2004,"A",1.095,"A",0.112492,"A",0.0266,"A",18.2499,"A",6.400597,"A",2.3283,"A",1.0796,"A",0.049,"A",0.089,"A",0.084,"A",0.07,"A",0.056,"A",0.088,"A"
2017-03-28,2017,87,23.9997,545,"A",200,0.074464,"A",0.032,"A",18.9107,"A",4.779563,"A",2.1661,"A",1.0965,"A",0.1114092,"A",0.0566,"A",20.2158,"A",6.352921,"A",2.3653,"A",1.1648,"A",0.1077099,"A",0.0465,"A",20.4557,"A",6.19071,"A",2.349,"A",1.1398,"A",0.0954405,"A",0.0372,"A",17.4052,"A",5.660411,"A",2.271,"A",1.1142,"A",0.0829749,"A",0.032,"A",18.2915,"A",5.133055,"A",2.1958,"A",1.0938,"A",0.1113636,"A",0.0259,"A",18.5835,"A",6.350889,"A",2.3228,"A",1.0776,"A",0.045,"A",0.087,"A",0.083,"A",0.069,"A",0.055,"A",0.087,"A"
2017-03-29,2017,88,23.9997,546,"A",200,0.0744248,"A",0.031,"A",16.476,"A",4.778317,"A",2.1649,"A",1.0937,"A",0.1078986,"A",0.0521,"A",17.3263,"A",6.198994,"A",2.345,"A",1.1516,"A",0.1050163,"A",0.0433,"A",18.2179,"A",6.073296,"A",2.3337,"A",1.1303,"A",0.0921992,"A",0.0342,"A",14.7507,"A",5.522204,"A",2.2532,"A",1.1051,"A",0.0807381,"A",0.0297,"A",15.7546,"A",5.039611,"A",2.183,"A",1.0873,"A",0.1092085,"A",0.0242,"A",16.6676,"A",6.256287,"A",2.3116,"A",1.0723,"A",0.045,"A",0.083,"A",0.08,"A",0.065,"A",0.052,"A",0.084,"A"
2017-03-30,2017,89,23.9997,547,"A",200,0.0780804,"A",0.0345,"A",18.6607,"A",4.930328,"A",2.1862,"A",1.1041,"A",0.1076773,"A",0.0527,"A",18.224,"A",6.189429,"A",2.3447,"A",1.1535,"A",0.1038171,"A",0.0427,"A",18.1834,"A",6.021206,"A",2.3276,"A",1.1284,"A",0.0921623,"A",0.0342,"A",15.6527,"A",5.520728,"A",2.2531,"A",1.1051,"A",0.0797804,"A",0.029,"A",15.8875,"A",4.99972,"A",2.1777,"A",1.085,"A",0.1077585,"A",0.023,"A",16.3486,"A",6.192836,"A",2.3042,"A",1.069,"A",0.049,"A",0.083,"A",0.079,"A",0.065,"A",0.051,"A",0.083,"A"
2017-03-31,2017,90,23.9997,548,"A",200,0.0801612,"A",0.0361,"A",19.4181,"A",5.016181,"A",2.1981,"A",1.109,"A",0.1076611,"A",0.0539,"A",19.4277,"A",6.188618,"A",2.3459,"A",1.1568,"A",0.1035072,"A",0.0433,"A",19.1774,"A",6.007753,"A",2.3268,"A",1.1302,"A",0.092946,"A",0.0351,"A",17.1307,"A",5.553982,"A",2.2575,"A",1.1078,"A",0.0795767,"A",0.029,"A",17.179,"A",4.991238,"A",2.1767,"A",1.0851,"A",0.1070103,"A",0.0226,"A",17.2472,"A",6.160156,"A",2.3005,"A",1.0678,"A",0.052,"A",0.083,"A",0.078,"A",0.066,"A",0.051,"A",0.082,"A"
2017-04-01,2017,91,23.9997,549,"A",200,0.0797901,"A",0.0357,"A",17.7069,"A",5.000563,"A",2.1958,"A",1.1076,"A",0.1057311,"A",0.0519,"A",18.3516,"A",6.10442,"A",2.3352,"A",1.1511,"A",0.1021763,"A",0.0423,"A",18.6847,"A",5.950104,"A",2.3198,"A",1.1272,"A",0.0919956,"A",0.0344,"A",16.783,"A",5.513557,"A",2.2525,"A",1.1057,"A",0.0787934,"A",0.0284,"A",16.9957,"A",4.958661,"A",2.1724,"A",1.0835,"A",0.1060895,"A",0.022,"A",17.2387,"A",6.120001,"A",2.2958,"A",1.0659,"A",0.051,"A",0.081,"A",0.077,"A",0.065,"A",0.05,"A",0.081,"A"
2017-04-02,2017,92,23.9997,550,"A",200,0.081271,"A",0.0375,"A",18.6758,"A",5.06271,"A",2.2048,"A",1.1131,"A",0.1046903,"A",0.0515,"A",18.4614,"A",6.059188,"A",2.3301,"A",1.1498,"A",0.1009313,"A",0.0414,"A",18.4068,"A",5.896289,"A",2.3133,"A",1.1246,"A",0.0910958,"A",0.0337,"A",16.4221,"A",5.475372,"A",2.2476,"A",1.1035,"A",0.0779242,"A",0.0278,"A",16.6604,"A",4.922568,"A",2.1676,"A",1.0814,"A",0.1050566,"A",0.0213,"A",16.9764,"A",6.075042,"A",2.2905,"A",1.0637,"A",0.053,"A",0.08,"A",0.075,"A",0.064,"A",0.049,"A",0.08,"A"
2017-04-03,2017,93,23.9997,551,"A",200,0.0830033,"A",0.0396,"A",21.0191,"A",5.134993,"A",2.2154,"A",1.1196,"A",0.1047237,"A",0.0529,"A",20.0786,"A",6.06064,"A",2.3318,"A",1.154,"A",0.100526,"A",0.0418,"A",19.3582,"A",5.878799,"A",2.3118,"A",1.1257,"A",0.0918884,"A",0.0346,"A",18.1539,"A",5.509028,"A",2.2522,"A",1.1062,"A",0.0777168,"A",0.0277,"A",17.7193,"A",4.913961,"A",2.1665,"A",1.0813,"A",0.104304,"A",0.0209,"A",17.565,"A",6.042326,"A",2.2868,"A",1.0625,"A",0.055,"A",0.08,"A",0.075,"A",0.065,"A",0.049,"A",0.079,"A"
2017-04-04,2017,94,23.9997,552,"A",200,0.0813297,"A",0.0381,"A",20.7599,"A",5.064704,"A",2.2057,"A",1.1148,"A",0.1040994,"A",0.053,"A",20.5781,"A",6.033488,"A",2.3291,"A",1.1543,"A",0.1001847,"A",0.0419,"A",20.1033,"A",5.864078,"A",2.3104,"A",1.1261,"A",0.091726,"A",0.0345,"A",18.2799,"A",5.502083,"A",2.2514,"A",1.106,"A",0.0774609,"A",0.0277,"A",18.2565,"A",4.903346,"A",2.1653,"A",1.0812,"A",0.1038016,"A",0.0205,"A",18.1806,"A",6.020515,"A",2.2842,"A",1.0615,"A",0.053,"A",0.079,"A",0.075,"A",0.065,"A",0.048,"A",0.078,"A"
2017-04-05,2017,95,23.9997,553,"A",200,0.0786156,"A",0.0356,"A",19.5343,"A",4.951903,"A",2.19,"A",1.1073,"A",0.1023754,"A",0.0513,"A",19.6232,"A",5.958786,"A",2.3195,"A",1.1492,"A",0.0989292,"A",0.0408,"A",19.5902,"A",5.810015,"A",2.3035,"A",1.1227,"A",0.0901351,"A",0.0332,"A",17.192,"A",5.434639,"A",2.2427,"A",1.102,"A",0.0763911,"A",0.0268,"A",17.4812,"A",4.859031,"A",2.1593,"A",1.0787,"A",0.1026822,"A",0.0197,"A",17.7566,"A",5.971996,"A",2.2785,"A",1.059,"A",0.05,"A",0.077,"A",0.073,"A",0.063,"A",0.047,"A",0.077,"A"
2017-04-06,2017,96,23.9997,554,"A",200,0.0763498,"A",0.0337,"A",19.6981,"A",4.857791,"A",2.1771,"A",1.1017,"A",0.1013596,"A",0.0507,"A",19.6411,"A",5.914845,"A",2.3143,"A",1.1476,"A",0.0978933,"A",0.0401,"A",19.5417,"A",5.765486,"A",2.2981,"A",1.1206,"A",0.0896926,"A",0.033,"A",17.3178,"A",5.415883,"A",2.2404,"A",1.1012,"A",0.0757788,"A",0.0263,"A",17.5558,"A",4.833696,"A",2.1558,"A",1.0773,"A",0.1017471,"A",0.0191,"A",17.7592,"A",5.931528,"A",2.2737,"A",1.0572,"A",0.047,"A",0.076,"A",0.072,"A",0.062,"A",0.046,"A",0.076,"A"
2017-04-07,2017,97,23.9997,555,"A",200,0.0748951,"A",0.0328,"A",21.8146,"A",4.797781,"A",2.169,"A",1.099,"A",0.1009768,"A",0.0515,"A",20.7717,"A",5.89834,"A",2.3135,"A",1.1498,"A",0.0971249,"A",0.0398,"A",20.0552,"A",5.73251,"A",2.2942,"A",1.1196,"A",0.0899919,"A",0.0334,"A",18.7593,"A",5.428608,"A",2.2422,"A",1.1024,"A",0.0754651,"A",0.0261,"A",18.2214,"A",4.820733,"A",2.1541,"A",1.0767,"A",0.1010241,"A",0.0186,"A",18.0767,"A",5.900288,"A",2.27,"A",1.0557,"A",0.045,"A",0.076,"A",0.071,"A",0.063,"A",0.046,"A",0.075,"A"
